data,label
"We are in need of compassionate aides for our Butler County area, especially in our Middletown, Oxford, Trenton, Hamilton, Fairfield, and West Chester areas.","[[18, 32, 'Behavioural Stereotypes']]"
"Establishes a compassionate environment by providing emotional, psychological, and spiritual support to patients, friends, and families.","[[14, 28, 'Non-biased'], [53, 62, 'Non-biased'], [93, 101, 'Non-biased']]"
"We are looking for  energetic, compassionate, organized and experienced candidates to join our fast-growing team.","[[31, 44, 'Behavioural Stereotypes']]"
"If you are a caring and compassionate person who wants to join our team and you meet the basic qualifications, then please call or apply online.","[[13, 20, 'Behavioural Stereotypes'], [24, 38, 'Behavioural Stereotypes']]"
Persistent data storage is done with MySQL on RDS.,"[[0, 11, 'Non-biased']]"
"We're looking for a high-energy, driven, creative, tech-savvy, focused, detail-oriented, and persistent product marketer.","[[33, 39, 'Behavioural Stereotypes'], [93, 104, 'Behavioural Stereotypes']]"
"Back to you - Wonder Woman or Captain America we are looking for you or someone who is intelligent, persistent, detailed oriented and a self-starter basically.","[[100, 110, 'Behavioural Stereotypes']]"
"Professional, energetic, positive attitude, self-motivated, resourceful, and persistent with careful attention to detail.","[[77, 88, 'Behavioural Stereotypes']]"
"You’ll need to be nimble, creative, persistent, and a hard worker.","[[36, 46, 'Behavioural Stereotypes']]"
"Dependent on candidate chosen the technical consultant might assist short run, but is not intended to stay with the company.","[[0, 10, 'Non-biased']]"
"There is also an opportunity to assist with upcoming film production, dependent on your interest and experience.","[[70, 80, 'Non-biased']]"
"After 12 months with support, you will have the opportunity to progress into a position in our development or marketing team, dependent on your preferences and skills.","[[126, 136, 'Non-biased'], [21, 28, 'Non-biased']]"
Pay is dependent on experience.,"[[7, 17, 'Non-biased']]"
There will be opportunities for growth in the near future dependent upon performance and qualifications.,"[[58, 68, 'Non-biased']]"
"Yoyo’s success is dependent upon reliable, scalable services that just work, and better than any other's.","[[7, 15, 'Non-biased'], [18, 28, 'Non-biased']]"
"As one of our resident project management superheroes, you’ll fearlessly and confidently:      Lead projects from kickoff to delivery and victory laps.","[[77, 88, 'Behavioural Stereotypes'], [95, 100, 'Non-biased']]"
We will offer training on the brands and products we sell to better equip you to confidently offer solutions to customer needs on the sales floor.,"[[81, 93, 'Behavioural Stereotypes']]"
Confidently Humble?,"[[0, 12, 'Behavioural Stereotypes']]"
The successful candidates will have engaging personalities and will be able to confidently provide product demonstrations to customers and assist with the sales process.,"[[79, 91, 'Behavioural Stereotypes']]"
You can confidently claim the following personal qualities:      Team Builder — You are a leader that our UX team can look up to.,"[[8, 20, 'Behavioural Stereotypes']]"
"Once a solution is defined, person must also be able to confidently convey their ideas to the client in a clear fashion with visual references  ; diagrams where appropriate.","[[56, 68, 'Behavioural Stereotypes']]"
"Help to ensure that Ookla achieves and remains the dominant global standard for broadband, internet and mobile network measurement and metrics.","[[51, 60, 'Non-biased']]"
"You will lead, build, and execute marketing strategies to continue our path to creating a dominant, regional leader in healthcare.","[[9, 13, 'Non-biased'], [90, 98, 'Non-biased'], [109, 116, 'Non-biased']]"
"You know that Android is the dominant smartphone platform, and will be powering many different types of devices in the years to come.","[[29, 38, 'Non-biased']]"
The consultant will closely cooperate with a major client’s IT team on site for a high-visibility international organization.,"[[28, 38, 'Non-biased']]"
Ability to cooperate with a variety of people and deepen business unit relationships is a must.,"[[11, 21, 'Behavioural Stereotypes']]"
We believe our idea has been validated and we are looking for the right people to work co-operate with in order to advance our application.,"[[87, 97, 'Non-biased']]"
Cooperate and aid in HSE investigations of incidents that occur during operations.,"[[0, 10, 'Non-biased']]"
Demonstrate ability to interact and cooperate with all company employees.,"[[36, 46, 'Behavioural Stereotypes']]"
To co-operate with staff in other departmentsGENERAL1.,"[[3, 14, 'Non-biased']]"
"Are you a young, driven and cheerful team player?","[[17, 24, 'Behavioural Stereotypes'], [28, 37, 'Behavioural Stereotypes']]"
"Maintains a friendly, cheerful and courteous demeanor at all times.","[[22, 31, 'Behavioural Stereotypes']]"
"Are you a bright, driven and cheerful team player?","[[18, 25, 'Behavioural Stereotypes'], [29, 38, 'Behavioural Stereotypes']]"
"We are currently recruiting cheerful, professional, and highly motivated VA licensed Massage Therapists to join our Ashburn, VA team.","[[28, 36, 'Behavioural Stereotypes']]"
"It is essential to have a cheerful, pleasant and caring Christ-like spirit.","[[26, 34, 'Behavioural Stereotypes'], [36, 45, 'Behavioural Stereotypes']]"
"Candidates must be upbeat, bright, and have a cheerful personality.","[[46, 55, 'Behavioural Stereotypes']]"
"Manage a global marketing budget, primarily on Web  ; Mobile  Champion new ideas and be both proactive and reactive to changes in the digital marketplace.","[[93, 103, 'Non-biased'], [107, 116, 'Non-biased']]"
"A reactive, component based UI library.","[[2, 10, 'Non-biased']]"
"You are future oriented and always looking ahead, so being reactive is not your style.","[[59, 68, 'Behavioural Stereotypes']]"
"I'm working with a client in maufacturing, looking for a quality engineer who will provide expert level preventive and reactive knowledge to its employees.","[[119, 128, 'Non-biased']]"
"Duties  ; Responsibilities    Drive consistent positive media coverage through creative story ideas, reactive comment, and case study management.","[[10, 30, 'Non-biased'], [101, 110, 'Non-biased']]"
"The application server is written in C#, making extensive use of the Reactive Framework.","[[69, 78, 'Non-biased']]"
"Do you want to help shape a newly formed team of developers and testers to become a trusting, loyal, multi-talented ‘family’?","[[94, 99, 'Non-biased'], [84, 92, 'Non-biased']]"
"We work closely with leading clients, in a trusting relationship.","[[21, 29, 'Non-biased'], [43, 52, 'Non-biased']]"
"You’ll relish a challenge, and be great at building trusting relationships with co-workers and internal clients, while still able to have a laugh.","[[16, 25, 'Non-biased'], [52, 61, 'Non-biased']]"
Builds trusting relationships with all department heads.,"[[7, 16, 'Non-biased']]"
The ideal person will build trusting relationships and find enjoyment helping others no matter the situation.,"[[28, 37, 'Non-biased']]"
"Relationship builder — You understand the importance of building a strong, trusting relationship with our clients, because that's what they are really buying.","[[75, 84, 'Non-biased']]"
You have strong communications skills in Dutch and English and are obviously numerically and analytically minded.,"[[93, 112, 'Behavioural Stereotypes']]"
This role is well suited for those who are analytically strong and want to make a direct impact on the growth of the business.,"[[43, 56, 'Behavioural Stereotypes']]"
Interns will provide a strategic assessment and use market research data to create financial models that analytically support existing and new marketing sales strategies.,"[[105, 118, 'Non-biased'], [118, 126, 'Non-biased']]"
"You will be crucial in our aim to take advantage of user insights, drive initiatives, and finally grow a loyal user base who are happy with our product and support experience.","[[67, 73, 'Non-biased'], [105, 111, 'Non-biased'], [156, 164, 'Non-biased']]"
You will be passionate about converting leads to loyal customers.,"[[40, 46, 'Non-biased'], [49, 55, 'Non-biased']]"
"Promoting FeedMe growing a community of loyal users through email campaigns, social media channels and other distribution channels.","[[40, 46, 'Non-biased']]"
The ideal candidate will lead and develop the customer service team to provide the best possible service to our loyal customers (#RefBabes).,"[[25, 30, 'Non-biased'], [112, 118, 'Non-biased']]"
"Values:      Empathy: You understand that the code you’re writing is for the customers that use it, not you.","[[13, 20, 'Non-biased'], [26, 37, 'Non-biased']]"
"This role requires strong verbal and written communication skills to listen and respond with empathy, ask questions, and provide clear and concise solutions.","[[93, 100, 'Behavioural Stereotypes'], [80, 88, 'Non-biased']]"
"Demonstrating empathy, professionalism and impecable understanding of the customer.","[[14, 21, 'Behavioural Stereotypes'], [53, 67, 'Non-biased']]"
"VALUES:      Empathy: You understand that the code you’re writing is for the customers that use it, not you.","[[13, 20, 'Non-biased'], [26, 37, 'Non-biased']]"
"Must be an aggressive, pro-active team player who is not afraid to dig for information and function autonomously.","[[11, 21, 'Behavioural Stereotypes'], [23, 33, 'Behavioural Stereotypes'], [100, 112, 'Behavioural Stereotypes']]"
Ability to perform duties effectively in a fast paced environment whether working autonomously or under direction.,"[[82, 95, 'Non-biased']]"
You will be sufficiently interested in the business itself to make decisions largely autonomously and for the benefit of the company.,"[[85, 98, 'Behavioural Stereotypes']]"
Work is done autonomously on a day-to-day basis and requiresfive years experience.,"[[13, 26, 'Non-biased']]"
The incumbent must be able to work autonomously and as part of a team.,"[[35, 48, 'Non-biased']]"
"You’ll work autonomously or with the team depending on the project, and will get many opportunities to share, teach, and learn from your coworkers.","[[12, 25, 'Non-biased'], [42, 52, 'Non-biased']]"
You will be required to identify good sales leads and nurture them into sales by developing a good relationship with potential clients.,"[[44, 50, 'Non-biased'], [54, 62, 'Non-biased']]"
Nurture existing active customers currently using the product.,"[[0, 8, 'Non-biased']]"
"Someone to nurture an agile development process, develop cutting-edge software, solve challenging problems and, more importantly, help avoid them!","[[11, 19, 'Non-biased'], [86, 98, 'Non-biased']]"
"Nurture multi-national, multi-site organisation relationships with clients to understand their business needs and requirements.","[[0, 8, 'Non-biased'], [78, 89, 'Non-biased']]"
Create lifecycle email campaigns to nurture new leads.,"[[36, 44, 'Non-biased'], [48, 53, 'Non-biased']]"
"You’ll help nurture and develop existing leads into happy customers using no-pressure tactics, over email and phone.","[[41, 47, 'Non-biased']]"
"You pay attention to details, and you’re an empathetic person, capable of evaluating your work with the eye of a typical user.","[[44, 55, 'Behavioural Stereotypes']]"
We’re looking for an experienced UX Researcher who is passionate and naturally empathetic about people to come join our multi-disciplinary UX Community here at M ;S.,"[[79, 90, 'Behavioural Stereotypes']]"
"We are looking for an ambitious and empathetic problem solver to lead the front on ensuring the success of our community of over 50,000 brands and manufacturers.","[[22, 32, 'Behavioural Stereotypes'], [36, 47, 'Behavioural Stereotypes'], [65, 70, 'Non-biased']]"
"We try to inspire our customers in three ways, 1) a prompt reply, 2) a helpful answer, and 3) a friendly, personal and empathetic message.","[[119, 130, 'Non-biased']]"
"Are you a hard working superstar with analytical chops, a deep empathetic understanding of user experience, and the ability to learn new skills and practices on the fly?","[[38, 49, 'Behavioural Stereotypes'], [63, 74, 'Behavioural Stereotypes'], [74, 88, 'Non-biased']]"
"Instead, you will identify key contacts, persistently approaching them to ensure they consider Layar and Blippar as part of their overall business strategy.","[[41, 54, 'Behavioural Stereotypes']]"
"Instead, you will identify key contacts, persistently approaching them to ensure they consider Blippar as part of their overall business strategy.","[[41, 54, 'Behavioural Stereotypes']]"
The members of our team use their influencing and relationship-building skills to persistently explore and uncover the business needs of our clients.,"[[82, 95, 'Behavioural Stereotypes']]"
"You are    Relentless curious: Questions the status quo, continually asks why/why not and persistently digs deep into information sources available to them to find the answers.","[[90, 103, 'Behavioural Stereotypes']]"
"UFN prides itself on creating an engaging, creative company culture where analytical thinking is nurtured, and teamwork and effective communication are essential.","[[74, 85, 'Non-biased'], [97, 105, 'Non-biased']]"
"Do you want to work in an environment where your sincerity, drive, and thorough attention to detail is respected and nurtured?","[[60, 65, 'Behavioural Stereotypes'], [117, 125, 'Non-biased']]"
Someone who will understand how a new generation of employees can be nurtured and promoted in new and innovative ways.,"[[69, 78, 'Non-biased']]"
Summary:     As a graduate Designer you will be a highly creative bright spark that has a strong desire to grow and be nurtured.,"[[119, 127, 'Non-biased']]"
"Supporting the Imperative team in staying connected, nurtured and lively by managing office operations day to day, coordinating team events and supporting team meetings.","[[42, 51, 'Non-biased'], [53, 62, 'Non-biased'], [144, 155, 'Non-biased']]"
"They are expected to work cooperatively and collaboratively with their clients, members of other departments, and FWTXmag's corporate personnel.","[[26, 40, 'Non-biased']]"
You’ll work cooperatively with our Project Managers from project kick-off through the successful delivery of services.,"[[12, 26, 'Non-biased']]"
"Work cooperatively with each client’s team (which can include county case managers, family, and employers).","[[5, 19, 'Non-biased']]"
Our brokers call themselves “cooperatively competitive” because we offer team bonuses and we hang out at internal and external events together.,"[[29, 43, 'Non-biased'], [43, 54, 'Non-biased'], [134, 142, 'Non-biased']]"
"Answer the telephone in a polite, enthusiastic manner according to United Lawnscape, Inc. standards.","[[26, 32, 'Behavioural Stereotypes']]"
"The successful candidate will be able to assist clients in all their inquiries, in a polite and professional manner, via phone and email.","[[85, 92, 'Behavioural Stereotypes']]"
"Our client is actively seeking a professional, friendly, polite, presentable Front Desk Receptionist with strong interpersonal and people skills.","[[57, 63, 'Behavioural Stereotypes'], [113, 127, 'Behavioural Stereotypes'], [14, 23, 'Non-biased']]"
Must be helpful and polite.,"[[20, 26, 'Behavioural Stereotypes']]"
About Us:Storesupport can offer you a great working environment with flexibility.,"[[9, 22, 'Non-biased']]"
Storesupport can offer you a great working environment with flexibility.,"[[0, 13, 'Non-biased']]"
If you are looking for flexibility that suits your current schedule Storesupport is the place to work.,"[[68, 81, 'Non-biased']]"
Storesupport Canada is expanding and we are looking for highly efficient  ; independent consultants to fill Territories in all major city centres throughout Canada.,"[[0, 13, 'Non-biased'], [76, 88, 'Behavioural Stereotypes']]"
Emotionally intelligent change agent who challenges the status quo and acts with a sense of urgency to drive results.,"[[0, 23, 'Behavioural Stereotypes'], [41, 52, 'Non-biased']]"
"You will be emotionally intelligent, and able to build the strong relationships that make people feel confident about working with GrantTree.","[[12, 35, 'Behavioural Stereotypes']]"
"If you are ambitiously looking to grow your career through your accomplishments, our professional team spirit will propel you forward!","[[11, 23, 'Non-biased']]"
"As a company in the midst of a heavy growth phase, we’re ambitiously improving our proprietary ad tracking and reporting platform.","[[57, 69, 'Non-biased']]"
You will be responsible for driving usage and customer loyalty by helping and consulting them on how to use Infogram to support their business goals.,"[[55, 63, 'Non-biased'], [120, 128, 'Non-biased'], [12, 24, 'Non-biased']]"
Is Accountable     Does what he says  ; commits to it.,"[[40, 48, 'Non-biased']]"
Every Ambassador of AvenueStory    Commits to delivering a high-quality experience to every traveller.,"[[35, 43, 'Non-biased']]"
"We encourage versatility, ownership of the entire code base and trolling on good or bad github commits diffs.","[[95, 103, 'Non-biased']]"
We've been around since 2004 contracting professional gamers to compete in million dollar tournaments all over the world.,"[[64, 72, 'Non-biased']]"
"BOOK OF BUSINESS IS NOT REQUIRED, WE HONOR NON COMPETE CLAUSES, BUT INDUSTRY EXPERIENCE IS A MUST.","[[47, 55, 'Non-biased']]"
This business unit helps our customers compete more effectively by taking care of critical yet non-core services to allow them to focus on what they do best.,"[[39, 47, 'Non-biased']]"
Greet customers warmly and ascertain problem or reason for calling.,"[[16, 23, 'Behavioural Stereotypes']]"
Job Responsibilities includes but is not limited to:      Greet callers warmly and ascertain problem or reason for calling.,"[[4, 21, 'Non-biased'], [72, 79, 'Behavioural Stereotypes']]"
Greet visitors warmly and make sure they are comfortable.,"[[15, 22, 'Behavioural Stereotypes']]"
"Manage a discreet portfolio of donors including, identifying potential; cultivating relationships; asking; and stewarding relationships.","[[111, 122, 'Non-biased']]"
"You will be responsible for directing the outlets, catering, stewarding andbanqueting operations of the hotel to make sure the accomplishment of food andbeverage quality.","[[61, 72, 'Non-biased'], [12, 24, 'Non-biased']]"
"Manage a portfolio of donors including, identifying potential; cultivating relationships; asking; and stewarding relationships.","[[102, 113, 'Non-biased']]"
"Someone who can empathise with others, is passionate about technology with good technical knowledge, is level headed and has a pragmatic approach to problem solving.","[[16, 26, 'Behavioural Stereotypes']]"
"You can empathise with others, are passionate about technology, are level headed and have a pragmatic approach to problem solving.","[[8, 18, 'Behavioural Stereotypes']]"
"We’re in search of Customer Support hero’s with a passion for helping people, someone that can empathise with our customers when things aren’t going according to plan.","[[95, 105, 'Behavioural Stereotypes'], [28, 36, 'Non-biased']]"
"They start work the moment a customer decides they want to use Intercom, and they stick with them every step of the way to ensure they get the most value from the product.","[[38, 46, 'Non-biased']]"
"We start work the moment a customer decides they want to use Intercom, and we stick with them every step of the way to ensure they get the most value from the product.","[[36, 44, 'Non-biased']]"
It is the job of the scorekeeper to line up the dances in the computer as the stage manager decides.,"[[92, 99, 'Non-biased']]"
"Manage corporate engagement programs, including implementing brain trusts and other corporate engagement products.","[[67, 74, 'Non-biased']]"
This involves generating their invoicing data files and delivering these files accurately and in a timely fashion to our clients which are mainly NHS Trusts.,"[[150, 156, 'Non-biased']]"
We believe that access to a million books is much more valuable than owning only a couple and that you should be able to try any book before committing to it.,"[[141, 152, 'Non-biased']]"
The Chemical Operator is responsible for maintaining operating control of assigned production unit including committing company resources appropriately.,"[[25, 37, 'Non-biased'], [109, 120, 'Non-biased']]"
Persistence and excellent interpersonal skills are critical to success.,"[[26, 40, 'Behavioural Stereotypes'], [0, 12, 'Behavioural Stereotypes']]"
Educating prospective candidates on the benefits of Travel and Local contracts  Generating candidate leads through planning and persistence.,"[[101, 107, 'Non-biased'], [128, 139, 'Non-biased']]"
"You expect your co-workers to make wise decisions, to be curious, to be courageous.","[[40, 49, 'Non-biased'], [72, 82, 'Behavioural Stereotypes']]"
Greetings courageous soul.,"[[10, 21, 'Behavioural Stereotypes']]"
"THTK: Totally Honest – Totally Kind - We work and live with great integrity, accountability, and compassion.","[[97, 107, 'Behavioural Stereotypes'], [14, 21, 'Non-biased'], [31, 36, 'Non-biased']]"
"Ideal candidates would be goal-driven, analytically-minded, focused on lead generation, enthusiastic and experienced in international sales.","[[26, 37, 'Behavioural Stereotypes'], [38, 58, 'Behavioural Stereotypes'], [71, 76, 'Non-biased']]"
"You understand what a startup is and what it means (more dedications, a few ""extra nights"", more ownership and independence, ability to make an impact with your work).","[[4, 15, 'Non-biased'], [111, 123, 'Non-biased']]"
Our philosophy encourages people to be as independent as possible while supporting independence and encouraging community integration.,"[[42, 54, 'Behavioural Stereotypes'], [72, 83, 'Non-biased'], [83, 96, 'Non-biased']]"
"By researching market prices, you’ll be directly involved in ensuring all our marketing communications are honest, truthful and don’t mislead consumers.","[[107, 113, 'Non-biased'], [134, 142, 'Non-biased']]"
"Develop strategic direction for the brand in the digital space, as well as understand how the digital strategy connects to our offline activations and presence.","[[75, 86, 'Non-biased'], [111, 120, 'Non-biased']]"
As a legacy GE Healthcare partner we are commited to exceptional solution delivery.,"[[41, 50, 'Non-biased']]"
"LANGUAGE SKILLS  Ability to communicate effectively and politely with co-workers, managers, customers, and owners.","[[56, 65, 'Behavioural Stereotypes']]"
"Refrain from intentionally misusing or recklessly interfering with anything that has been provided for Health, Safety and/or Environmental reasons.","[[39, 50, 'Non-biased']]"
"Must have the interpersonal skills needed to communicate successfully with the Principle Investigators, Study Coordinator, and CRO.","[[14, 28, 'Behavioural Stereotypes'], [79, 89, 'Non-biased']]"
Sarai responsabile delle attività di implementazione e testing dell'interfaccia utente di Wanderio.,"[[6, 19, 'Non-biased']]"
"You know something about multisignature transactions, payment protocols, electrum, deterministic addresses and maybe about twister, tor, i2p, etc.","[[83, 97, 'Non-biased']]"
Have you ever thought about working on a product that literally competes with what top Internet giants are building?,"[[64, 73, 'Non-biased']]"
Experience in determining/resolving procedural issues when current actions fall outside of departmental protocol.,"[[14, 25, 'Non-biased']]"
The ability to communicate compassionately with a diverse population is essential.,"[[27, 43, 'Behavioural Stereotypes']]"
"We see ourselves as a bunch of data-centric, challenge-loving people that are passionate about making Universum’s global employer branding surveys the best ones.","[[45, 61, 'Non-biased']]"
"Responds courteously, cheerfully and appropriately to callers’ requests for information and guidance on human resources matters.","[[22, 33, 'Behavioural Stereotypes'], [0, 9, 'Non-biased']]"
Perform appropriate physiologic calibrations to ensure proper signals and make adjustments if necessary.,"[[20, 32, 'Non-biased']]"
You have a good understanding/knowledge of construction.,"[[16, 29, 'Non-biased']]"
"As we grow, depending on your drive and committment, you may run many projects or grow to have other production managers working for you.","[[30, 36, 'Non-biased'], [40, 51, 'Non-biased'], [12, 22, 'Non-biased']]"
Manage and respond to all calls for tender for corporate prospects.,"[[11, 19, 'Non-biased'], [36, 43, 'Non-biased']]"
"The number of inactive boat owners (that do not reply to booking requests, do not update availability etc).","[[14, 23, 'Non-biased']]"
"She is an incredibly kind, sweet and gentle person with a great sense of humor.","[[37, 44, 'Non-biased'], [21, 25, 'Non-biased']]"
"We have a community online of Buyers  ; Sellers of any service imaginable to you,whom we bring together in an environment where they can transact across boundaries withtrust.","[[95, 104, 'Non-biased'], [164, 173, 'Non-biased']]"
"Responsibilities:    Perform daily crane inspections, and ensure the equipment is used safely and responsibly.","[[0, 16, 'Non-biased'], [98, 109, 'Non-biased']]"
"You have project management experience, an analytical/data-driven mindset, as well as a pro-active and self driven attitude.","[[43, 53, 'Behavioural Stereotypes'], [54, 66, 'Non-biased'], [88, 98, 'Behavioural Stereotypes'], [103, 114, 'Behavioural Stereotypes']]"
What we are looking for: * A passion to honestly help families.,"[[40, 49, 'Behavioural Stereotypes']]"
"Unboxed seeks a fearless Director of Product Development to lead our Product team to world domination, one simple, intuitive user experience at a time.","[[60, 65, 'Non-biased'], [91, 101, 'Non-biased']]"
"Ability to grasp different types of technologies, quick learner, takes consideration of architectural design in a highly interdependent systems environment.","[[121, 136, 'Non-biased']]"
"The world’s most important corporations, governments and institutions entrust us with their business in more than 100 countries.","[[70, 78, 'Non-biased']]"
COMPETETIVE BY NATURE?,"[[0, 12, 'Behavioural Stereotypes']]"
Startups that have taken a design-driven approach and introduced a 10x faster / simpler / cheaper product have dominated.,"[[111, 120, 'Non-biased']]"
"Sympathetic to a patient's needs, and be able to deal with people in various states of pain, trauma and tragedy.","[[0, 12, 'Behavioural Stereotypes']]"
"This position takes a mixture of marketing creativity, analyical brains and pure hustle to bring a new partner to life quickly.","[[55, 71, 'Behavioural Stereotypes']]"
We're looking for a hyperactive marketer but someone that also likes to have fun and share a smile!,"[[20, 32, 'Behavioural Stereotypes']]"
"You will architect, actively orchestrate and responsively adjust the overall arch of the educational journey.","[[45, 58, 'Non-biased'], [20, 29, 'Non-biased']]"
"Resourceful, clever and opinionated should be some of the adjectives used to describe your unique personality.","[[24, 36, 'Behavioural Stereotypes']]"
Our objective is toeradicate the hassles of IT from our client's lives and let themfocus on dominating in their industry.,"[[92, 103, 'Non-biased'], [4, 14, 'Non-biased']]"
Our target market is fashion and lifestyle accessories: a huge category with traditionally greedy margins and often an afterthought by traditional retailers.,"[[91, 98, 'Non-biased']]"
Visual BI partners with clients to bridge the traditional information gap by delivering industry leading BI competency in a flexible and scalable solution model.,"[[97, 105, 'Non-biased'], [108, 119, 'Non-biased']]"
We have lots of ideas—some of them rather ambitious—and that's where you come in.,"[[42, 51, 'Non-biased']]"
All communication will be treated confidentially.,"[[34, 48, 'Non-biased']]"
The role will be a confidant for the team and executive members and will have experience in asserting themselves.,"[[19, 29, 'Non-biased'], [92, 102, 'Non-biased']]"
You’ll do this by applying your skills and intellect in experimental and innovative ways to solve challenging scene reconstruction problems.,"[[98, 110, 'Non-biased'], [43, 53, 'Non-biased']]"
"Warmest Regards,Mr. Muhammed AhmadWork At Home Vintage Employees.","[[0, 8, 'Non-biased']]"
