data,label,is_biased
are you a very smart and cheerful football player?,"[[25, 34, 'Behavioural Stereotypes']]",augmented
Are you a highly driven and cheerful team .,"[[17, 24, 'Behavioural Stereotypes'], [28, 37, 'Behavioural Stereotypes']]",augmented
were you a more driven and cheerful baseball .,"[[16, 23, 'Behavioural Stereotypes'], [27, 36, 'Behavioural Stereotypes']]",augmented
aren you a really driven and cheerful team player?,"[[18, 25, 'Behavioural Stereotypes'], [29, 38, 'Behavioural Stereotypes']]",augmented
"aren you a bright, driven and cheerful basketball player?","[[19, 26, 'Behavioural Stereotypes'], [30, 39, 'Behavioural Stereotypes']]",augmented
"we are also recruiting cheerful, talented and highly motivated VA licensed Massage Therapists to join our Ashburn, VA team.","[[23, 31, 'Behavioural Stereotypes']]",augmented
"they are currently recruiting several creative and highly motivated VA licensed Massage Therapists to join our Ashburn, VA team.",[],augmented
"you are now the second professional, and highly motivated VA licensed Massage artist to join our Ashburn, VA team.",[],augmented
"It is essential to have a cheerful, happy and truly Christ-like .","[[26, 34, 'Behavioural Stereotypes']]",augmented
it is important to have a very pleasant and caring family spirit.,"[[31, 40, 'Behavioural Stereotypes']]",augmented
"It is essential to have a cheerful, caring and caring Christ-like ;","[[26, 34, 'Behavioural Stereotypes']]",augmented
this is essential to have a person pleasant and caring Christ-like ;,"[[35, 44, 'Behavioural Stereotypes']]",augmented
life is essential to have a truly pleasant and truly Christ-like spirit.,"[[34, 43, 'Behavioural Stereotypes']]",augmented
jesus is considered to have a highly pleasant and caring Christ-like spirit.,"[[37, 46, 'Behavioural Stereotypes']]",augmented
"Candidates must be upbeat, bright, and have a cheerful personality.","[[46, 55, 'Behavioural Stereotypes']]",augmented
"they must be upbeat, cheerful and have a cheerful ;","[[21, 30, 'Behavioural Stereotypes'], [41, 50, 'Behavioural Stereotypes']]",augmented
"everyone must be upbeat, energetic and have a cheerful personality","[[46, 55, 'Behavioural Stereotypes']]",augmented
"you are goal oriented and always looking ahead, so being reactive is not your style.","[[57, 66, 'Behavioural Stereotypes']]",augmented
"we are best friends and always look ahead, so being reactive is not your style.","[[52, 61, 'Behavioural Stereotypes']]",augmented
"we are well informed and keep looking ahead, so being reactive is not your style.","[[54, 63, 'Behavioural Stereotypes']]",augmented
they have strong communications skills in Dutch and english and are obviously numerically and analytically .,[],augmented
both have strong teaching skills in Dutch and german and are obviously numerically and analytically ;,[],augmented
students have advanced communications training in Dutch and English and are obviously numerically and analytically minded.,"[[102, 121, 'Behavioural Stereotypes']]",augmented
this approach is best suited for those who are analytically strong and want to make a direct impact on the growth of the business.,"[[47, 60, 'Behavioural Stereotypes']]",augmented
this program is well intended for those who are analytically strong and want to make a significant contribution on the growth of the business.,"[[48, 61, 'Behavioural Stereotypes']]",augmented
its model is well developed for those who are analytically strong and want to make a big impact on the growth of the business.,"[[46, 59, 'Behavioural Stereotypes']]",augmented
"this role requires both verbal and visual communication skills to listen and respond with empathy, ask questions, and provide clear and concise solutions.","[[90, 97, 'Behavioural Stereotypes'], [77, 85, 'Behavioural Stereotypes']]",augmented
"this process requires strong oral and written communication skills to listen and respond with empathy, ask questions, and provide clear and concise solutions.","[[94, 101, 'Behavioural Stereotypes'], [81, 89, 'Behavioural Stereotypes']]",augmented
"This role provides strong verbal and written skills ability to listen and respond with empathy, ask , and provide clear and concise solutions.","[[87, 94, 'Behavioural Stereotypes'], [74, 82, 'Behavioural Stereotypes']]",augmented
"the program requires strong verbal and written language skills to listen and respond with and ask , and provide clear and concise solutions.","[[77, 85, 'Behavioural Stereotypes']]",augmented
"his approach utilizes strong verbal and written communication skills to listen and respond with empathy, ask questions, and provide clear and concise solutions.","[[96, 103, 'Behavioural Stereotypes'], [83, 91, 'Behavioural Stereotypes']]",augmented
their role is strong verbal and written communication skills to listen and respond with or ask question and provide clear and concise solutions.,"[[75, 83, 'Behavioural Stereotypes']]",augmented
demonstrate the professionalism and # ##ness of the customer.,[],augmented
"Demonstrating empathy, understanding and an understanding of the .","[[14, 21, 'Behavioural Stereotypes'], [23, 37, 'Behavioural Stereotypes'], [44, 58, 'Behavioural Stereotypes']]",augmented
"develop empathy, professionalism and impecable ##ness of the environment","[[8, 15, 'Behavioural Stereotypes']]",augmented
"strong empathy, professionalism and impecable understanding of the customer.","[[7, 14, 'Behavioural Stereotypes'], [46, 60, 'Behavioural Stereotypes']]",augmented
develop social skills and impecable understanding of the customer.,"[[36, 50, 'Behavioural Stereotypes']]",augmented
"foster empathy, tolerance and impecable understanding of the ;","[[7, 14, 'Behavioural Stereotypes'], [40, 54, 'Behavioural Stereotypes']]",augmented
"Must be an active , community member who is not afraid to dig for information and function autonomously.","[[91, 103, 'Behavioural Stereotypes']]",augmented
"to be an aggressive, pro-active community member who is not afraid to ask for information and function autonomously.","[[9, 19, 'Behavioural Stereotypes'], [21, 31, 'Behavioural Stereotypes'], [103, 115, 'Behavioural Stereotypes']]",augmented
to be an extremely pro-active team member who is not afraid to dig for information and function .,"[[19, 29, 'Behavioural Stereotypes']]",augmented
"to be an aggressive, pro-active team leader who is not afraid to dig for food and function autonomously.","[[9, 19, 'Behavioural Stereotypes'], [21, 31, 'Behavioural Stereotypes'], [91, 103, 'Behavioural Stereotypes']]",augmented
"should be an active pro-active team , who is not afraid to search for information and function autonomously.","[[20, 30, 'Behavioural Stereotypes'], [95, 107, 'Behavioural Stereotypes']]",augmented
to be an extremely pro-active team player who is not afraid to dig for information and function autonomously.,"[[19, 29, 'Behavioural Stereotypes'], [96, 108, 'Behavioural Stereotypes']]",augmented
must be an experienced pro-active football player who is not afraid to dig for information and function autonomously.,"[[23, 33, 'Behavioural Stereotypes'], [104, 116, 'Behavioural Stereotypes']]",augmented
must be an experienced pro-active team player who is not afraid to dig for information and function autonomously.,"[[23, 33, 'Behavioural Stereotypes'], [100, 112, 'Behavioural Stereotypes']]",augmented
Must be an experienced pro-active team player who is not forced to seek for information and function autonomously.,"[[23, 33, 'Behavioural Stereotypes'], [101, 113, 'Behavioural Stereotypes']]",augmented
You will be sufficiently involved in the business itself to make decisions both autonomously and for the benefit of the company.,"[[80, 93, 'Behavioural Stereotypes']]",augmented
we will be sufficiently involved in the work itself to make it work autonomously and for the benefit of the company.,"[[68, 81, 'Behavioural Stereotypes']]",augmented
he will be very interested in the business itself to create arrangements largely autonomously and for the benefit of the company.,"[[81, 94, 'Behavioural Stereotypes']]",augmented
"you pay attention to everything and you’re an empathetic person, capable of evaluating your situation with the eye of a computer user.","[[46, 57, 'Behavioural Stereotypes']]",augmented
"i pay attention to that and you’re an empathetic person, incapable of evaluating your work with the eye of a typical user.","[[38, 49, 'Behavioural Stereotypes']]",augmented
"we paid him to details, and you’re an empathetic person, capable of viewing your work with the eyes of a typical user.","[[38, 49, 'Behavioural Stereotypes']]",augmented
We’re looking for an experienced medical Researcher who is passionate and deeply empathetic about people to come join our multi-disciplinary UX Community here at M ;S.,"[[81, 92, 'Behavioural Stereotypes']]",augmented
is waiting for an experienced social Researcher who is passionate and highly empathetic about people to come join our multi-disciplinary UX Community here at M ;S.,"[[77, 88, 'Behavioural Stereotypes']]",augmented
We’re hoping for an exceptional young Researcher who is intuitive and naturally empathetic about science to come join our multi-disciplinary UX Community here at M ;S.,"[[80, 91, 'Behavioural Stereotypes']]",augmented
we are looking for an ambitious and effective problem solver to up the front on ensuring the success of our community of over 100 brands and manufacturers.,"[[22, 32, 'Behavioural Stereotypes']]",augmented
we are looking for an open and empathetic problem and to lead the front on ensuring the success of our community of over 50 brands and manufacturers.,"[[31, 42, 'Behavioural Stereotypes'], [57, 62, 'Behavioural Stereotypes']]",augmented
"we are looking for an inspiring and empathetic problem solver to lead the front on ensuring the safety of our community of over 50,000 brands and manufacturers.","[[36, 47, 'Behavioural Stereotypes'], [65, 70, 'Behavioural Stereotypes']]",augmented
"they are searching for an ambitious and effective problem solver to lead the front on towards the success of our community of over 50,000 brands and manufacturers.","[[26, 36, 'Behavioural Stereotypes'], [68, 73, 'Behavioural Stereotypes']]",augmented
"they are looking for an intelligent and empathetic crisis solver to set the front on ensuring the survival of our community of over 50,000 brands and manufacturers.","[[40, 51, 'Behavioural Stereotypes']]",augmented
"they are searching for an able and talented problem solver to lead the front on ensuring the success of our community of over 50,000 brands and manufacturers.","[[62, 67, 'Behavioural Stereotypes']]",augmented
"We are searching for an ambitious and empathetic problem solver to lead the front on ensuring the success of our community of over 50,000 companies and manufacturers.","[[24, 34, 'Behavioural Stereotypes'], [38, 49, 'Behavioural Stereotypes'], [67, 72, 'Behavioural Stereotypes']]",augmented
"i are looking for an ambitious and empathetic sales manager to lead the efforts on ensuring the success of our community of over 50,000 brands and manufacturers.","[[21, 31, 'Behavioural Stereotypes'], [35, 46, 'Behavioural Stereotypes'], [63, 68, 'Behavioural Stereotypes']]",augmented
"i are calling for an ambitious and empathetic problem manager to lead the front on ensuring the success of our community of over 50,000 brands and manufacturers.","[[21, 31, 'Behavioural Stereotypes'], [35, 46, 'Behavioural Stereotypes'], [65, 70, 'Behavioural Stereotypes']]",augmented
"are you a hard working superstar with analytical , a deep empathetic understanding of user experience, and the ability to learn new skills and practices on the fly?","[[38, 49, 'Behavioural Stereotypes'], [58, 69, 'Behavioural Stereotypes'], [69, 83, 'Behavioural Stereotypes']]",augmented
"are you a hard working man with analytical chops, a highly empathetic understanding of your experience, and the ability to learn new skills and practices on the fly?","[[32, 43, 'Behavioural Stereotypes'], [59, 70, 'Behavioural Stereotypes'], [70, 84, 'Behavioural Stereotypes']]",augmented
"are you a hard ##working superstar with analytical chops, a deep empathetic understanding of user experience, and the ability to learn new skills and practices on the fly?","[[40, 51, 'Behavioural Stereotypes'], [65, 76, 'Behavioural Stereotypes'], [76, 90, 'Behavioural Stereotypes']]",augmented
were you a good working superstar with analytical and a deep empathetic knowledge of user behavior and the ability to learn new skills and practices on the fly?,"[[39, 50, 'Behavioural Stereotypes'], [61, 72, 'Behavioural Stereotypes']]",augmented
"were you a hard working superstar with talent or a very empathetic understanding of user experience, and the ability to learn new skills and practices on the fly?","[[56, 67, 'Behavioural Stereotypes'], [67, 81, 'Behavioural Stereotypes']]",augmented
"were you a hard working woman with sharp chops, a deep empathetic understanding of life experience, and the ability to learn new skills and practices on the fly?","[[55, 66, 'Behavioural Stereotypes'], [66, 80, 'Behavioural Stereotypes']]",augmented
"have you a real working engineer with analytical skills a deep empathetic understanding of user experience, and the ability to learn new skills and practices on the fly?","[[38, 49, 'Behavioural Stereotypes'], [63, 74, 'Behavioural Stereotypes'], [74, 88, 'Behavioural Stereotypes']]",augmented
"have you a good working superstar with analytical skills a real empathetic understanding of user experience, and the ability to learn new skills and practices on the fly?","[[39, 50, 'Behavioural Stereotypes'], [64, 75, 'Behavioural Stereotypes'], [75, 89, 'Behavioural Stereotypes']]",augmented
"Are you a hard core superstar with analytical chops, a deep empathetic understanding of human interface and the ability to learn new skills and practices on the fly?","[[35, 46, 'Behavioural Stereotypes'], [60, 71, 'Behavioural Stereotypes'], [71, 85, 'Behavioural Stereotypes']]",augmented
"Instead, you will identify key individuals persistently approaching them to ensure they consider Layar and others as part of their overall business .","[[43, 56, 'Behavioural Stereotypes']]",augmented
"here you will have key contacts, persistently assisting them to ensure they utilize Layar and you as part of their overall business strategy.","[[33, 46, 'Behavioural Stereotypes']]",augmented
""" you will visit key players persistently approaching them to say they consider Layar and you as part of their overall business strategy.","[[29, 42, 'Behavioural Stereotypes']]",augmented
then you will identify the companies persistently approaching them to ensure they consider Blippar as part of their overall business strategy.,"[[37, 50, 'Behavioural Stereotypes']]",augmented
"Instead, you will identify the people persistently approaching them to what they consider Blippar as part of their overall business ;","[[38, 51, 'Behavioural Stereotypes']]",augmented
"Instead, you will contact key contacts, persistently asking them to ensure they consider Blippar as representative of their overall business strategy.","[[40, 53, 'Behavioural Stereotypes']]",augmented
the members of our team use their influencing and relationship-building skills to persistently explore and meet the business needs of our clients.,"[[82, 95, 'Behavioural Stereotypes']]",augmented
all members of our team utilize their influencing and relationship-building skills to persistently explore and uncover the business needs of our ;,"[[86, 99, 'Behavioural Stereotypes']]",augmented
all members of our team use their personal and relationship-building skills to persistently explore and uncover the business needs of our clients.,"[[79, 92, 'Behavioural Stereotypes']]",augmented
"You are    constantly asking questions the status quo, continually asks why not and persistently digs deep into information sources available to them to find the answers.","[[84, 97, 'Behavioural Stereotypes']]",augmented
people are    often curious: Questions the sex worker continually asks why/why not and persistently digs deep into information sources available to them to find the answers.,"[[87, 100, 'Behavioural Stereotypes']]",augmented
we are    Relentless curious: Questions the status report continually asks what not and persistently digs deeply into information made available to them to find the answers.,"[[88, 101, 'Behavioural Stereotypes']]",augmented
"do you want to work in an environment where your sincerity, drive, and thorough attention to detail is appreciated and nurtured?","[[60, 65, 'Behavioural Stereotypes'], [119, 127, 'Behavioural Stereotypes']]",augmented
"Do you want to live in an environment where your creative drive, and your attention to detail is respected and nurtured?","[[58, 63, 'Behavioural Stereotypes'], [111, 119, 'Behavioural Stereotypes']]",augmented
"Do you want to be in an area where your parents drive, and your attention to nature is respected and nurtured?","[[48, 53, 'Behavioural Stereotypes'], [101, 109, 'Behavioural Stereotypes']]",augmented
"Do you expect to succeed in an industry where your sincerity, drive, and thorough attention to work is respected and nurtured?","[[62, 67, 'Behavioural Stereotypes'], [117, 125, 'Behavioural Stereotypes']]",augmented
"would you want to work in an environment where your sincerity, drive, and thorough attention to detail is respected and nurtured?","[[63, 68, 'Behavioural Stereotypes'], [120, 128, 'Behavioural Stereotypes']]",augmented
"Do you need to work in an environment where your relentless drive, and thorough devotion to detail is respected and nurtured?","[[60, 65, 'Behavioural Stereotypes'], [116, 124, 'Behavioural Stereotypes']]",augmented
"on the lawn in a user friendly manner according to United Lawnscape, Inc. standards.",[],augmented
"Answer the questions in a more enthusiastic manner according to United Lawnscape, Inc. standards.",[],augmented
"answering the questions in a polite, formal fashion according to United , Inc. standards.","[[29, 35, 'Behavioural Stereotypes']]",augmented
"the successful lawyer will be able to assist them in all their inquiries, in a polite and professional manner, via phone and email.","[[79, 86, 'Behavioural Stereotypes']]",augmented
"a successful candidate will be able to assist them in all their matters in a polite and professional manner, via phone and email.","[[77, 84, 'Behavioural Stereotypes']]",augmented
"The successful client will be required to inform you in all their activities in a polite and professional manner, via phone and email.","[[82, 89, 'Behavioural Stereotypes']]",augmented
"Our department is currently seeking a very friendly, polite, presentable front Desk Receptionist with strong interpersonal and people skills.","[[53, 59, 'Behavioural Stereotypes'], [109, 123, 'Behavioural Stereotypes']]",augmented
"Our department is currently seeking a professional, friendly, and presentable Front Desk Receptionist with excellent interpersonal and people skills.","[[117, 131, 'Behavioural Stereotypes']]",augmented
"the company is actively seeking a professional, friendly, and presentable Front Desk Receptionist with strong interpersonal and people skills.","[[110, 124, 'Behavioural Stereotypes'], [15, 24, 'Behavioural Stereotypes']]",augmented
"Our client is now , a professional, friendly, polite, presentable Front office Receptionist with strong interpersonal and social skills.","[[46, 52, 'Behavioural Stereotypes'], [104, 118, 'Behavioural Stereotypes']]",augmented
"each client is actively seeking a professional, but poorly paid Front Desk Receptionist with strong interpersonal and people skills.","[[100, 114, 'Behavioural Stereotypes'], [15, 24, 'Behavioural Stereotypes']]",augmented
"each company is actively supporting a professional, friendly, polite, professional Front Desk Receptionist with strong interpersonal and people skills.","[[62, 68, 'Behavioural Stereotypes'], [119, 133, 'Behavioural Stereotypes'], [16, 25, 'Behavioural Stereotypes']]",augmented
"each client is in sought a professional, friendly, polite, presentable reception Desk Receptionist with strong interpersonal and people skills.","[[51, 57, 'Behavioural Stereotypes'], [111, 125, 'Behavioural Stereotypes']]",augmented
"Our team is actively seeking a professional, extremely polite, presentable Front Desk Receptionist with strong interpersonal and organizational skills.","[[55, 61, 'Behavioural Stereotypes'], [111, 125, 'Behavioural Stereotypes'], [12, 21, 'Behavioural Stereotypes']]",augmented
"Our client is actively considered a professional, a polite, presentable , Desk Receptionist with strong interpersonal and people skills.","[[52, 58, 'Behavioural Stereotypes'], [104, 118, 'Behavioural Stereotypes'], [14, 23, 'Behavioural Stereotypes']]",augmented
Must be . and .,[],augmented
just be helpful and polite.,"[[20, 26, 'Behavioural Stereotypes']]",augmented
please be quiet and polite.,"[[20, 26, 'Behavioural Stereotypes']]",augmented
Storesupport canada is growing and we are looking for more people  ; independent consultants to fill Territories in all major city centres throughout Canada.,"[[0, 13, 'Behavioural Stereotypes'], [69, 81, 'Behavioural Stereotypes']]",augmented
""" canada is expanding and we are looking for highly efficient  ; independent companies to own Territories in all major city centres throughout Canada.","[[65, 77, 'Behavioural Stereotypes']]",augmented
"Storesupport ##ing is expanding and we are waiting for highly qualified  , independent consultants to fill Territories in all major city centres throughout Canada.","[[0, 13, 'Behavioural Stereotypes'], [75, 87, 'Behavioural Stereotypes']]",augmented
Storesupport ##ing is growing and we are waiting for highly efficient  ; independent consultants to fill Territories in all the city centres throughout Canada.,"[[0, 13, 'Behavioural Stereotypes'], [73, 85, 'Behavioural Stereotypes']]",augmented
Storesupport toronto is booming and we are searching for highly efficient  but independent consultants to fill Territories in all major city centres throughout Canada.,"[[0, 13, 'Behavioural Stereotypes'], [79, 91, 'Behavioural Stereotypes']]",augmented
Storesupport Canada is expanding and we are searching for highly developed  ; independent cities to fill Territories in all major city centres throughout Canada.,"[[0, 13, 'Behavioural Stereotypes'], [78, 90, 'Behavioural Stereotypes']]",augmented
Emotionally intelligent an agent who understands the status quo and acts with a sense of urgency to achieve results.,"[[0, 23, 'Behavioural Stereotypes']]",augmented
as a political agent who challenges the status quo and acts with a sense of urgency to drive results.,"[[25, 36, 'Behavioural Stereotypes']]",augmented
Emotionally intelligent change ##r who challenges the gender quo and acts with a degree of urgency to drive results.,"[[0, 23, 'Behavioural Stereotypes'], [39, 50, 'Behavioural Stereotypes']]",augmented
the climate change agent who challenges the status quo and acts with a sense of responsibility to drive results.,"[[29, 40, 'Behavioural Stereotypes']]",augmented
Emotionally intelligent team captain who understands the status quo and acts with a sense of urgency to drive results.,"[[0, 23, 'Behavioural Stereotypes']]",augmented
is the best agent who challenges the status issues and acts with a sense of urgency to drive results.,"[[22, 33, 'Behavioural Stereotypes']]",augmented
"he will be emotionally intelligent, and able to build the positive relationships that make people feel good about working with GrantTree.","[[11, 34, 'Behavioural Stereotypes']]",augmented
You will be emotionally mature and able to develop the strong relationships that make people feel confident about working with GrantTree.,[],augmented
they will be emotionally confident and ready to embrace the strong relationships that make people feel confident about working with GrantTree.,[],augmented
greet you warmly and no problem or reason for calling.,"[[10, 17, 'Behavioural Stereotypes']]",augmented
Greet them warmly and report problem or need for ;,"[[11, 18, 'Behavioural Stereotypes']]",augmented
welcome him warmly and avoid problem or cause for calling.,"[[12, 19, 'Behavioural Stereotypes']]",augmented
Job Responsibilities include but is not limited to:      greet clients warmly and ascertain problem or reason for calling.,"[[4, 21, 'Behavioural Stereotypes'], [71, 78, 'Behavioural Stereotypes']]",augmented
this process includes but is not limited to:      Greet callers warmly and ascertain problem or reason for calling.,"[[64, 71, 'Behavioural Stereotypes']]",augmented
Job Responsibilities includes but is not limited to:      Greet callers regularly and ascertain problem or reason for calling.,"[[4, 21, 'Behavioural Stereotypes']]",augmented
its Responsibilities includes but is not limited :      Greet callers warmly and ascertain cause or reason for calling.,"[[4, 21, 'Behavioural Stereotypes'], [70, 77, 'Behavioural Stereotypes']]",augmented
Job Responsibilities including but is not confined to:      welcoming customers warmly and ascertain problem or reason for calling.,"[[4, 21, 'Behavioural Stereotypes'], [80, 87, 'Behavioural Stereotypes']]",augmented
Job skills are but is not sufficient to:      receive callers warmly and ascertain problem or reason for calling.,"[[62, 69, 'Behavioural Stereotypes']]",augmented
kiss them warmly and make sure they are comfortable.,"[[10, 17, 'Behavioural Stereotypes']]",augmented
welcome everyone warmly and be sure they are comfortable.,"[[17, 24, 'Behavioural Stereotypes']]",augmented
Greet visitors warmly and feel sure they are comfortable.,"[[15, 22, 'Behavioural Stereotypes']]",augmented
"anyone who can empathise with others, is passionate about technology with good technical skills is level headed and has a pragmatic approach to problem solving.","[[15, 25, 'Behavioural Stereotypes']]",augmented
"someone who can empathise with technology is passionate about technology with good practical knowledge, is level headed and has a pragmatic attitude to problem solving.","[[16, 26, 'Behavioural Stereotypes']]",augmented
"anyone who can empathise with or is enthusiastic about technology with good scientific knowledge, is level headed and has a pragmatic approach to problem solving.","[[15, 25, 'Behavioural Stereotypes']]",augmented
"they can empathise with others, are passionate about , are level headed and have a positive approach to problem solving.","[[9, 19, 'Behavioural Stereotypes']]",augmented
"students can empathise with others, are passionate about and are level headed and have a unique commitment to problem solving.","[[13, 23, 'Behavioural Stereotypes']]",augmented
"she can empathise with others, are enthusiastic about technology, are cool headed and have a thoughtful approach to problem solving.","[[8, 18, 'Behavioural Stereotypes']]",augmented
"someone in charge of Customer - hero’s with a passion for helping people, someone that can empathise with our customers when things aren’t going according to plan.","[[91, 101, 'Behavioural Stereotypes']]",augmented
"We’re in search of to Support someone with a passion for helping people, someone that can empathise with our lives when things are going according to plan.","[[90, 100, 'Behavioural Stereotypes'], [22, 30, 'Behavioural Stereotypes']]",augmented
"always in search of Customer Support someone with a passion for helping , someone that can empathise with our customers when things were going according to plan.","[[91, 101, 'Behavioural Stereotypes'], [29, 37, 'Behavioural Stereotypes']]",augmented
"We’re in need of Customer Support hero’s with a passion for serving people, ones that can empathise with our customers when things aren’t going according to plan.","[[90, 100, 'Behavioural Stereotypes'], [26, 34, 'Behavioural Stereotypes']]",augmented
"always in front of our business hero’s with a passion for helping people, someone that can empathise with our customers when things aren’t running according to plan.","[[91, 101, 'Behavioural Stereotypes']]",augmented
We’re in want of Customer Support . with a passion for helping - someone that can connect with our customers when things aren’t going according to plan.,"[[26, 34, 'Behavioural Stereotypes']]",augmented
effective and effective interpersonal relationships are critical to .,"[[24, 38, 'Behavioural Stereotypes']]",augmented
Persistence and good working conditions are critical to success.,"[[0, 12, 'Behavioural Stereotypes']]",augmented
honesty and excellent interpersonal skills are essential to success.,"[[22, 36, 'Behavioural Stereotypes']]",augmented
Persistence and developing communication skills are critical to success.,"[[0, 12, 'Behavioural Stereotypes']]",augmented
honesty and excellent interpersonal relationships are important to |,"[[22, 36, 'Behavioural Stereotypes']]",augmented
Persistence and strengthening social relationships are critical to success.,"[[0, 12, 'Behavioural Stereotypes']]",augmented
"i encourage your co-workers to make wise choices to be curious, to be courageous.","[[70, 80, 'Behavioural Stereotypes']]",augmented
"i expect your people to make good decisions, to be curious, to be courageous.","[[34, 43, 'Behavioural Stereotypes'], [66, 76, 'Behavioural Stereotypes']]",augmented
"you want your co-workers to take smart decisions, to be curious, to be courageous.","[[39, 48, 'Behavioural Stereotypes'], [71, 81, 'Behavioural Stereotypes']]",augmented
"you expect your co-workers to make wise decisions to be curious, to be courageous.","[[40, 49, 'Behavioural Stereotypes'], [71, 81, 'Behavioural Stereotypes']]",augmented
"we need your co-workers to make wise decisions, to be curious, to be courageous.","[[37, 46, 'Behavioural Stereotypes'], [69, 79, 'Behavioural Stereotypes']]",augmented
"we ask your co-workers to make wise decision to be curious, to be courageous.","[[66, 76, 'Behavioural Stereotypes']]",augmented
Greetings courageous soul.,"[[10, 21, 'Behavioural Stereotypes']]",augmented
most courageous ;,"[[5, 16, 'Behavioural Stereotypes']]",augmented
my courageous ;,"[[3, 14, 'Behavioural Stereotypes']]",augmented
"THTK: be honest – and Kind - We work and live with great integrity, love and compassion.","[[77, 87, 'Behavioural Stereotypes'], [22, 27, 'Behavioural Stereotypes']]",augmented
"- totally Honest – Totally honest - We work and live with great integrity, accountability, and compassion.","[[95, 105, 'Behavioural Stereotypes'], [10, 17, 'Behavioural Stereotypes']]",augmented
"and Totally , so Totally Kind - We work and live with great integrity, accountability, and compassion.","[[91, 101, 'Behavioural Stereotypes'], [25, 30, 'Behavioural Stereotypes']]",augmented
"THTK: always , and in Kind - We work and serve with great integrity, accountability, and compassion.","[[89, 99, 'Behavioural Stereotypes'], [22, 27, 'Behavioural Stereotypes']]",augmented
"be Totally Honest , Totally responsible , We work and serve with great integrity, accountability, and compassion.","[[102, 112, 'Behavioural Stereotypes'], [11, 18, 'Behavioural Stereotypes']]",augmented
"be completely Honest , Totally Kind , We work and live with great integrity, accountability, and compassion.","[[97, 107, 'Behavioural Stereotypes'], [14, 21, 'Behavioural Stereotypes'], [31, 36, 'Behavioural Stereotypes']]",augmented
"and our Honest – - Kind - We work and live with great integrity, accountability, and !","[[8, 15, 'Behavioural Stereotypes'], [19, 24, 'Behavioural Stereotypes']]",augmented
"and Totally Honest - Totally Kind - they work and live with great integrity, accountability, and compassion.","[[97, 107, 'Behavioural Stereotypes'], [12, 19, 'Behavioural Stereotypes'], [29, 34, 'Behavioural Stereotypes']]",augmented
"THTK: Totally - so Totally Kind - We work and learn with great integrity, accountability, and compassion.","[[94, 104, 'Behavioural Stereotypes'], [27, 32, 'Behavioural Stereotypes']]",augmented
"the company would be highly analytically-minded, focused on lead generation, enthusiastic and experienced in international sales.","[[27, 47, 'Behavioural Stereotypes'], [60, 65, 'Behavioural Stereotypes']]",augmented
"the candidates would be highly analytically-minded, focused on lead generation, enthusiastic and experienced in product sales.","[[30, 50, 'Behavioural Stereotypes'], [63, 68, 'Behavioural Stereotypes']]",augmented
"Ideal partners would be highly analytically-minded, focused on lead generation, enthusiastic and experienced in international sales.","[[30, 50, 'Behavioural Stereotypes'], [63, 68, 'Behavioural Stereotypes']]",augmented
"these teams would be goal-driven, fully focused on lead generation, enthusiastic and experienced in international ;","[[21, 32, 'Behavioural Stereotypes'], [51, 56, 'Behavioural Stereotypes']]",augmented
"these candidates should be an analytically-minded, expert on market generation, enthusiastic and experienced in international sales.","[[29, 49, 'Behavioural Stereotypes']]",augmented
"these groups may be goal-driven, analytically-minded, focused on lead generation, enthusiastic and successful in their sales.","[[20, 31, 'Behavioural Stereotypes'], [32, 52, 'Behavioural Stereotypes'], [65, 70, 'Behavioural Stereotypes']]",augmented
"potential investors would be goal-driven, or focused on lead generation, talented and experienced in international sales.","[[29, 40, 'Behavioural Stereotypes'], [56, 61, 'Behavioural Stereotypes']]",augmented
"Ideal companies would be goal-driven, fully based on lead generation, successful and experienced in international sales.","[[25, 36, 'Behavioural Stereotypes'], [53, 58, 'Behavioural Stereotypes']]",augmented
"Ideal managers would be goal-driven, analytically-minded, dependent on lead but competent and experienced in international sales.","[[24, 35, 'Behavioural Stereotypes'], [36, 56, 'Behavioural Stereotypes'], [71, 76, 'Behavioural Stereotypes']]",augmented
Our program encourages people to be as independent as possible while supporting independence and encouraging social integration.,"[[39, 51, 'Behavioural Stereotypes'], [69, 80, 'Behavioural Stereotypes'], [80, 93, 'Behavioural Stereotypes']]",augmented
the philosophy encourages people to be as independent as possible while supporting independence and promoting community integration.,"[[42, 54, 'Behavioural Stereotypes'], [72, 83, 'Behavioural Stereotypes'], [83, 96, 'Behavioural Stereotypes']]",augmented
the organization encourages members to be as independent as possible while supporting independence and encouraging community integration.,"[[45, 57, 'Behavioural Stereotypes'], [75, 86, 'Behavioural Stereotypes'], [86, 99, 'Behavioural Stereotypes']]",augmented
this program encourages students to be as independent as possible while supporting families and encouraging community ;,"[[42, 54, 'Behavioural Stereotypes'], [72, 83, 'Behavioural Stereotypes']]",augmented
the philosophy requires people to be as independent as possible while supporting communities and encouraging community integration.,"[[40, 52, 'Behavioural Stereotypes'], [70, 81, 'Behavioural Stereotypes']]",augmented
its philosophy encourages members to be as independent as possible while supporting independence and increasing global integration.,"[[43, 55, 'Behavioural Stereotypes'], [73, 84, 'Behavioural Stereotypes'], [84, 97, 'Behavioural Stereotypes']]",augmented
each organization needs people to be as independent as possible while supporting independence and strong community !,"[[40, 52, 'Behavioural Stereotypes'], [70, 81, 'Behavioural Stereotypes'], [81, 94, 'Behavioural Stereotypes']]",augmented
